Pay_ID,Cost,Type,Total,BillDate,TotPackagingNum,CardHolderName,CCV,ExpDate,isPrepaid
1803223527,20,Contract,305,10/9/2019,64928,null,null,null,no
357577776,16,Credit Card,null,null,null,Kevin,593,2/2/2021,no
184757532,7,Contract,491,5/6/2019,97978,null,null,null,no
1782355715,18,Contract,388,4/20/2019,73474,null,null,null,no
667057520,12,Prepaid,null,null,null,null,null,null,yes
1803881423,17,Credit Card,null,null,null,Matt,280,1/1/2020,no
1754711601,3,Credit Card,null,null,null,Rick,628,3/25/2020,no
413713956,10,Prepaid,null,null,null,null,null,null,yes
362496129,8,Credit Card,null,null,null,Ben,866,12/23/2021,no
1331732523,16,Credit Card,null,null,null,Rick,565,2/2/2021,no
1780800029,4,Credit Card,null,null,null,Brian,273,12/23/2021,no
1982766568,3,Prepaid,null,null,null,null,null,null,yes
916484782,3,Contract,657,3/25/2019,33323,null,null,null,no
1871776215,8,Credit Card,null,null,null,Kevin,369,2/2/2021,no
891099760,15,Credit Card,null,null,null,Isaiah,811,1/1/2020,no
641574722,9,Credit Card,null,null,null,Patrick,745,4/20/2021,no
429937449,8,Credit Card,null,null,null,Matt,331,5/6/2020,no
32938539,11,Contract,388,3/3/2019,31615,null,null,null,no
857489275,8,Contract,607,10/9/2019,89115,null,null,null,no
1567785282,17,Prepaid,null,null,null,null,null,null,yes
1884314829,9,Contract,284,6/30/2019,31894,null,null,null,no
1200159779,18,Prepaid,null,null,null,null,null,null,yes
1794564383,7,Prepaid,null,null,null,null,null,null,yes
127524485,12,Credit Card,null,null,null,Isaiah,139,1/1/2020,no
2012768311,1,Prepaid,null,null,null,null,null,null,yes
1362577623,1,Prepaid,null,null,null,null,null,null,yes
1392495297,10,Contract,148,12/23/2019,42111,null,null,null,no
1042657083,18,Prepaid,null,null,null,null,null,null,yes
441617935,13,Contract,777,6/30/2019,37956,null,null,null,no
1968875923,11,Contract,374,3/3/2019,101346,null,null,null,no
1282563161,8,Credit Card,null,null,null,Patrick,1060,4/2/2020,no
4628947,15,Credit Card,null,null,null,Noah,135,4/20/2021,no
1119333221,6,Contract,958,3/25/2019,34671,null,null,null,no
418562450,19,Prepaid,null,null,null,null,null,null,yes
1554033322,20,Credit Card,null,null,null,Felix,230,3/25/2020,no
110412869,13,Credit Card,null,null,null,Allan,696,7/9/2020,no
1510771253,9,Prepaid,null,null,null,null,null,null,yes
433895772,20,Credit Card,null,null,null,Ryan,141,12/23/2021,no
1569599628,3,Prepaid,null,null,null,null,null,null,yes
64270331,20,Credit Card,null,null,null,Aaron,724,3/25/2020,no
1742852109,3,Credit Card,null,null,null,Rick,727,2/2/2021,no
321480121,4,Credit Card,null,null,null,Michael,689,1/1/2020,no
941294437,12,Contract,611,4/3/2019,41197,null,null,null,no
1871923805,7,Prepaid,null,null,null,null,null,null,yes
1895363782,16,Contract,859,12/23/2019,104422,null,null,null,no
1212458064,9,Prepaid,null,null,null,null,null,null,yes
1257282742,18,Prepaid,null,null,null,null,null,null,yes
78169080,3,Contract,715,4/20/2019,103322,null,null,null,no
755147629,4,Credit Card,null,null,null,Ricky,178,4/20/2021,no
1583851489,6,Credit Card,null,null,null,Aaron,770,10/9/2020,no
572549841,13,Contract,123,4/3/2019,71485,null,null,null,no
634658890,3,Prepaid,null,null,null,null,null,null,yes
1930364742,10,Credit Card,null,null,null,Felix,1049,12/23/2021,no
661753372,16,Credit Card,null,null,null,Josh,783,3/6/2021,no
485849769,17,Contract,360,4/2/2019,41365,null,null,null,no
2830380,2,Contract,598,6/30/2019,44686,null,null,null,no
1139713766,17,Prepaid,null,null,null,null,null,null,yes
291322140,20,Contract,738,5/6/2019,71499,null,null,null,no
217951426,5,Contract,859,5/6/2019,76851,null,null,null,no
850364636,10,Prepaid,null,null,null,null,null,null,yes
1674219391,4,Credit Card,null,null,null,Felix,869,4/3/2020,no
1606485635,20,Credit Card,null,null,null,Isaiah,764,4/3/2020,no
1206126407,8,Contract,600,4/3/2019,19880,null,null,null,no
1385669030,18,Contract,603,7/9/2019,53370,null,null,null,no
581218873,9,Credit Card,null,null,null,Aaron,103,4/20/2021,no
1890885170,11,Credit Card,null,null,null,Ben,713,7/9/2020,no
1417467706,2,Credit Card,null,null,null,Ben,873,10/9/2020,no
1969480239,7,Prepaid,null,null,null,null,null,null,yes
1784509883,17,Prepaid,null,null,null,null,null,null,yes
365081253,6,Credit Card,null,null,null,Ricky,713,2/2/2021,no
1534948037,13,Prepaid,null,null,null,null,null,null,yes
122293086,16,Credit Card,null,null,null,Kevin,138,3/6/2021,no
778673608,12,Contract,852,3/6/2019,83004,null,null,null,no
399518954,9,Prepaid,null,null,null,null,null,null,yes
1491373744,7,Credit Card,null,null,null,Patrick,883,6/30/2021,no
847119592,4,Credit Card,null,null,null,Kevin,645,3/3/2020,no
1974717190,1,Contract,1003,4/20/2019,92004,null,null,null,no
130014780,8,Prepaid,null,null,null,null,null,null,yes
1228224748,8,Prepaid,null,null,null,null,null,null,yes
956676470,13,Prepaid,null,null,null,null,null,null,yes
1414984923,14,Prepaid,null,null,null,null,null,null,yes
1957785920,10,Credit Card,null,null,null,Isaiah,561,4/2/2020,no
2088086092,2,Contract,715,3/6/2019,64433,null,null,null,no
1740000116,18,Credit Card,null,null,null,Ricky,797,4/3/2021,no
890462064,7,Contract,660,5/6/2019,82430,null,null,null,no
1303114971,20,Credit Card,null,null,null,Joel,909,4/2/2020,no
1904492883,5,Prepaid,null,null,null,null,null,null,yes
676564088,14,Credit Card,null,null,null,Kevin,105,5/6/2020,no
1471524823,16,Prepaid,null,null,null,null,null,null,yes
1525676718,15,Prepaid,null,null,null,null,null,null,yes
703076392,12,Prepaid,null,null,null,null,null,null,yes
791626061,20,Prepaid,null,null,null,null,null,null,yes
977264713,12,Credit Card,null,null,null,Brian,333,3/25/2020,no
951247663,20,Prepaid,null,null,null,null,null,null,yes
1709688742,2,Credit Card,null,null,null,Ben,408,4/3/2021,no
1957977244,12,Credit Card,null,null,null,Brian,251,2/2/2021,no
1889400456,20,Credit Card,null,null,null,Noah,323,5/6/2020,no
692359525,17,Contract,557,3/6/2019,81552,null,null,null,no
2038958480,6,Credit Card,null,null,null,Felix,475,3/3/2020,no
228784694,8,Credit Card,null,null,null,Ben,912,3/3/2020,no
1848409699,1,Prepaid,null,null,null,null,null,null,yes
1631215680,17,Credit Card,null,null,null,Ricky,167,3/3/2020,no
238881762,20,Prepaid,null,null,null,null,null,null,yes
1610908928,12,Credit Card,null,null,null,Kevin,474,3/25/2020,no
1265953368,19,Credit Card,null,null,null,Aaron,792,4/3/2020,no
147706770,2,Prepaid,null,null,null,null,null,null,yes
1035233090,15,Credit Card,null,null,null,Patrick,158,6/30/2021,no
195826044,12,Contract,354,2/2/2019,95176,null,null,null,no
962862163,19,Contract,45,4/2/2019,90624,null,null,null,no
399187630,15,Prepaid,null,null,null,null,null,null,yes
625658517,12,Prepaid,null,null,null,null,null,null,yes
839751408,19,Contract,562,3/3/2019,39896,null,null,null,no
335640725,11,Credit Card,null,null,null,Allan,717,5/6/2020,no
752040604,4,Contract,737,7/9/2019,60047,null,null,null,no
916426158,9,Prepaid,null,null,null,null,null,null,yes
1928810805,9,Contract,357,3/3/2019,68071,null,null,null,no
1567687856,2,Credit Card,null,null,null,Allan,628,4/2/2020,no
653714933,18,Prepaid,null,null,null,null,null,null,yes
1231650082,19,Credit Card,null,null,null,Noah,1073,2/2/2021,no
887305501,15,Prepaid,null,null,null,null,null,null,yes
1961964718,15,Prepaid,null,null,null,null,null,null,yes
762021985,12,Contract,368,9/10/2019,62893,null,null,null,no
1750290743,7,Prepaid,null,null,null,null,null,null,yes
1959461250,7,Contract,15,9/10/2019,22617,null,null,null,no
2091722834,19,Contract,312,3/3/2019,96798,null,null,null,no
569414571,8,Contract,138,4/3/2019,88562,null,null,null,no
727409147,15,Credit Card,null,null,null,Patrick,802,4/20/2021,no
1497896679,12,Contract,545,5/6/2019,48120,null,null,null,no
1455831670,8,Prepaid,null,null,null,null,null,null,yes
520854654,3,Contract,990,10/9/2019,34738,null,null,null,no
219761264,18,Credit Card,null,null,null,Ben,1054,5/6/2020,no
1609621454,7,Prepaid,null,null,null,null,null,null,yes
839115923,11,Prepaid,null,null,null,null,null,null,yes
1563100351,15,Prepaid,null,null,null,null,null,null,yes
914705637,9,Credit Card,null,null,null,Noah,232,3/6/2021,no
1559770006,11,Prepaid,null,null,null,null,null,null,yes
793188447,3,Credit Card,null,null,null,Isaiah,225,6/30/2021,no
1688383878,16,Contract,893,10/9/2019,51617,null,null,null,no
1636330080,6,Prepaid,null,null,null,null,null,null,yes
1622130189,12,Contract,560,9/10/2019,94721,null,null,null,no
1649299857,12,Contract,478,2/2/2019,59965,null,null,null,no
603186873,19,Prepaid,null,null,null,null,null,null,yes
1658404663,7,Prepaid,null,null,null,null,null,null,yes
1263867290,14,Prepaid,null,null,null,null,null,null,yes
1554629056,11,Credit Card,null,null,null,Felix,593,4/3/2020,no
1770586695,12,Credit Card,null,null,null,Joel,786,6/30/2021,no
244897470,11,Contract,75,7/9/2019,55462,null,null,null,no
237095424,6,Contract,959,4/20/2019,32122,null,null,null,no
487790697,5,Credit Card,null,null,null,Ben,522,10/9/2020,no
1201631487,6,Contract,899,10/9/2019,33164,null,null,null,no
971229210,1,Contract,299,7/9/2019,52408,null,null,null,no
1670469072,5,Prepaid,null,null,null,null,null,null,yes
1439861008,1,Credit Card,null,null,null,Isaiah,1078,4/2/2020,no
1948636938,15,Contract,609,4/2/2019,97194,null,null,null,no
1094651444,2,Credit Card,null,null,null,Kevin,334,4/2/2020,no
1154776174,5,Credit Card,null,null,null,Ricky,384,12/23/2021,no
1922224509,20,Credit Card,null,null,null,Joel,537,12/23/2021,no
1115293195,18,Credit Card,null,null,null,Ricky,861,4/20/2021,no
1972186313,14,Contract,47,4/3/2019,39805,null,null,null,no
1444429501,18,Contract,797,4/2/2019,79295,null,null,null,no
1797268007,8,Prepaid,null,null,null,null,null,null,yes
433191634,5,Credit Card,null,null,null,Joel,547,12/23/2021,no
237982879,3,Contract,379,12/23/2019,55725,null,null,null,no
2134847594,17,Prepaid,null,null,null,null,null,null,yes
422177455,13,Prepaid,null,null,null,null,null,null,yes
1515502775,2,Prepaid,null,null,null,null,null,null,yes
4151506,18,Credit Card,null,null,null,Isaiah,807,9/10/2021,no
1703843794,10,Prepaid,null,null,null,null,null,null,yes
1767746691,17,Credit Card,null,null,null,Josh,306,5/6/2020,no
136026265,10,Prepaid,null,null,null,null,null,null,yes
327837517,10,Prepaid,null,null,null,null,null,null,yes
20800145,15,Contract,560,3/3/2019,23022,null,null,null,no
338761123,10,Credit Card,null,null,null,Joel,322,4/3/2021,no
1948373363,12,Credit Card,null,null,null,Rick,551,4/2/2020,no
54629972,7,Credit Card,null,null,null,Michael,115,2/2/2021,no
1181325480,5,Credit Card,null,null,null,Noah,330,6/30/2021,no
714327424,1,Prepaid,null,null,null,null,null,null,yes
1462796439,13,Prepaid,null,null,null,null,null,null,yes
1632926013,16,Prepaid,null,null,null,null,null,null,yes
1146722378,7,Prepaid,null,null,null,null,null,null,yes
1252343296,2,Credit Card,null,null,null,Felix,1010,4/3/2020,no
599129995,8,Credit Card,null,null,null,Ryan,705,1/1/2020,no
423300671,2,Contract,73,4/3/2019,53242,null,null,null,no
448332867,17,Credit Card,null,null,null,Ryan,608,3/25/2020,no
2123473567,7,Prepaid,null,null,null,null,null,null,yes
1825822077,5,Contract,576,4/3/2019,109600,null,null,null,no
213350242,9,Credit Card,null,null,null,Brian,735,12/23/2021,no
525725446,8,Contract,336,4/2/2019,37978,null,null,null,no
469764015,20,Contract,370,6/30/2019,21185,null,null,null,no
1885586019,3,Credit Card,null,null,null,Michael,727,1/1/2020,no
669847702,8,Contract,375,4/3/2019,66360,null,null,null,no
509701201,7,Prepaid,null,null,null,null,null,null,yes
1462186944,9,Credit Card,null,null,null,Patrick,930,1/1/2020,no
518267315,2,Credit Card,null,null,null,Felix,200,6/30/2021,no
1899074784,12,Credit Card,null,null,null,Felix,628,5/6/2020,no
603935615,11,Credit Card,null,null,null,Matt,1071,6/30/2021,no
97113370,14,Prepaid,null,null,null,null,null,null,yes
1220902588,1,Contract,855,4/3/2019,34442,null,null,null,no
1431708847,7,Prepaid,null,null,null,null,null,null,yes
44276842,20,Contract,982,9/10/2019,25779,null,null,null,no
1244220775,20,Contract,164,5/6/2019,84275,null,null,null,no
1075238048,1,Contract,859,1/1/2019,12400,null,null,null,no
99688269,4,Prepaid,null,null,null,null,null,null,yes
586703098,7,Contract,750,4/3/2019,41389,null,null,null,no
1418614126,8,Prepaid,null,null,null,null,null,null,yes
900436974,19,Contract,105,3/25/2019,55510,null,null,null,no
26141041,7,Contract,564,2/2/2019,17102,null,null,null,no
376319311,20,Prepaid,null,null,null,null,null,null,yes
1165548282,18,Credit Card,null,null,null,Michael,1053,3/25/2020,no
288237536,3,Credit Card,null,null,null,Allan,348,2/2/2021,no
1421777649,15,Prepaid,null,null,null,null,null,null,yes
768141447,9,Contract,48,3/3/2019,50603,null,null,null,no
654088921,12,Contract,962,9/10/2019,65039,null,null,null,no
96687406,20,Contract,237,4/20/2019,101842,null,null,null,no
668044692,7,Prepaid,null,null,null,null,null,null,yes
731267116,18,Contract,327,10/9/2019,76841,null,null,null,no
1063655680,13,Contract,231,1/1/2019,18384,null,null,null,no
881749132,2,Contract,134,3/3/2019,77268,null,null,null,no
183904005,15,Credit Card,null,null,null,Aaron,637,2/2/2021,no
1277108285,13,Contract,675,12/23/2019,91849,null,null,null,no
974895308,1,Contract,481,9/10/2019,23355,null,null,null,no
1764485831,8,Credit Card,null,null,null,Noah,1073,3/6/2021,no
104695780,12,Prepaid,null,null,null,null,null,null,yes
800350679,1,Contract,513,10/9/2019,61628,null,null,null,no
1072224099,19,Credit Card,null,null,null,Brian,765,3/3/2020,no
968343672,7,Contract,501,5/6/2019,44207,null,null,null,no
1278290423,15,Credit Card,null,null,null,Patrick,299,1/1/2020,no
1775204992,6,Prepaid,null,null,null,null,null,null,yes
161278521,10,Credit Card,null,null,null,Aaron,1043,4/2/2020,no
1171135330,20,Contract,193,6/30/2019,14700,null,null,null,no
1829205886,6,Contract,488,3/25/2019,106013,null,null,null,no
704812560,5,Contract,11,4/20/2019,108832,null,null,null,no
1430700974,1,Prepaid,null,null,null,null,null,null,yes
566831982,12,Prepaid,null,null,null,null,null,null,yes
1633764772,4,Contract,47,4/2/2019,86811,null,null,null,no
1203774781,6,Prepaid,null,null,null,null,null,null,yes
1198800853,18,Contract,483,4/3/2019,59888,null,null,null,no
1928068416,2,Credit Card,null,null,null,Rick,334,5/6/2020,no
451363857,4,Contract,189,4/20/2019,60925,null,null,null,no
1043892929,15,Contract,83,3/6/2019,63094,null,null,null,no
1625340752,18,Prepaid,null,null,null,null,null,null,yes
1574052981,3,Contract,527,4/2/2019,97627,null,null,null,no
373134236,2,Contract,740,1/1/2019,53124,null,null,null,no
1921855786,8,Contract,511,4/3/2019,69745,null,null,null,no
167827031,11,Prepaid,null,null,null,null,null,null,yes
66948988,3,Prepaid,null,null,null,null,null,null,yes
364172830,10,Prepaid,null,null,null,null,null,null,yes
1996682046,4,Contract,565,9/10/2019,63664,null,null,null,no
654321111,3,Contract,847,1/1/2019,71699,null,null,null,no
995589902,17,Contract,89,9/10/2019,88391,null,null,null,no
302197090,6,Prepaid,null,null,null,null,null,null,yes
1850892552,7,Prepaid,null,null,null,null,null,null,yes
1345164471,16,Credit Card,null,null,null,Rick,402,1/1/2020,no
1485781835,15,Contract,561,5/6/2019,105893,null,null,null,no
2068094776,19,Credit Card,null,null,null,Ryan,974,3/3/2020,no
1901267843,19,Credit Card,null,null,null,Ryan,478,5/6/2020,no
782063413,18,Prepaid,null,null,null,null,null,null,yes
2064695410,16,Credit Card,null,null,null,Kevin,406,7/9/2020,no
933881001,7,Credit Card,null,null,null,Isaiah,775,4/3/2020,no
1739038946,9,Prepaid,null,null,null,null,null,null,yes
521368175,5,Contract,635,5/6/2019,37335,null,null,null,no
1215774013,18,Prepaid,null,null,null,null,null,null,yes
1471474244,14,Contract,144,10/9/2019,88283,null,null,null,no
207831930,9,Prepaid,null,null,null,null,null,null,yes
1144519166,12,Credit Card,null,null,null,Isaiah,122,12/23/2021,no
1770183895,8,Contract,730,5/6/2019,90977,null,null,null,no
483295127,10,Contract,276,12/23/2019,82803,null,null,null,no
1316824397,5,Credit Card,null,null,null,Kevin,342,3/3/2020,no
80102845,4,Contract,100,3/3/2019,45970,null,null,null,no
2035742331,11,Contract,236,9/10/2019,61059,null,null,null,no
595391418,9,Contract,884,12/23/2019,82373,null,null,null,no
15602228,7,Contract,669,1/1/2019,19584,null,null,null,no
1559921063,16,Contract,282,5/6/2019,63170,null,null,null,no
1086151850,5,Credit Card,null,null,null,Felix,451,1/1/2020,no
1840442629,8,Credit Card,null,null,null,Joel,631,4/20/2021,no
1210331816,15,Credit Card,null,null,null,Rick,882,3/3/2020,no
940906974,11,Credit Card,null,null,null,Rick,921,7/9/2020,no
872228360,19,Contract,966,4/3/2019,84014,null,null,null,no
615434721,11,Prepaid,null,null,null,null,null,null,yes
884207917,20,Contract,758,3/25/2019,97381,null,null,null,no
629253320,8,Contract,277,1/1/2019,91696,null,null,null,no
1579084244,2,Credit Card,null,null,null,Michael,480,3/25/2020,no
534117564,16,Prepaid,null,null,null,null,null,null,yes
1651608667,7,Prepaid,null,null,null,null,null,null,yes
1562840404,14,Contract,752,3/6/2019,63412,null,null,null,no
1843268098,9,Credit Card,null,null,null,Michael,481,3/3/2020,no
201127190,11,Prepaid,null,null,null,null,null,null,yes
1175289738,2,Prepaid,null,null,null,null,null,null,yes
968941403,5,Contract,57,7/9/2019,50858,null,null,null,no
1856390391,3,Contract,150,2/2/2019,49310,null,null,null,no
600000441,19,Contract,882,3/3/2019,65420,null,null,null,no
1652984857,19,Credit Card,null,null,null,Allan,373,2/2/2021,no
721270817,12,Credit Card,null,null,null,Noah,642,10/9/2020,no
745957601,17,Credit Card,null,null,null,Allan,795,3/3/2020,no
1194649605,4,Contract,348,3/25/2019,63047,null,null,null,no
635882843,4,Credit Card,null,null,null,Ryan,515,1/1/2020,no
1503460602,4,Prepaid,null,null,null,null,null,null,yes
536126128,12,Prepaid,null,null,null,null,null,null,yes
1507615849,2,Contract,437,10/9/2019,27060,null,null,null,no
1852694815,4,Contract,451,1/1/2019,48651,null,null,null,no
1174805001,6,Contract,319,1/1/2019,88615,null,null,null,no
1846444724,4,Prepaid,null,null,null,null,null,null,yes
671037422,3,Contract,109,4/3/2019,40447,null,null,null,no
622907099,11,Credit Card,null,null,null,Isaiah,172,12/23/2021,no
1744153380,1,Credit Card,null,null,null,Brian,582,3/6/2021,no
600207572,4,Prepaid,null,null,null,null,null,null,yes
1694261997,12,Credit Card,null,null,null,Noah,468,3/6/2021,no
693696373,12,Prepaid,null,null,null,null,null,null,yes
536940755,9,Credit Card,null,null,null,Ryan,822,3/3/2020,no
1559358056,9,Prepaid,null,null,null,null,null,null,yes
651599073,8,Prepaid,null,null,null,null,null,null,yes
485881773,12,Prepaid,null,null,null,null,null,null,yes
536286072,8,Contract,613,7/9/2019,80644,null,null,null,no
1732740020,6,Prepaid,null,null,null,null,null,null,yes
284594519,3,Prepaid,null,null,null,null,null,null,yes
652937001,2,Prepaid,null,null,null,null,null,null,yes
229398152,18,Prepaid,null,null,null,null,null,null,yes
1070679810,7,Prepaid,null,null,null,null,null,null,yes
927382018,19,Credit Card,null,null,null,Rick,244,5/6/2020,no
1352597022,8,Contract,179,3/3/2019,30234,null,null,null,no
783056375,20,Contract,889,4/20/2019,94230,null,null,null,no
1195879259,7,Prepaid,null,null,null,null,null,null,yes
1645316075,5,Prepaid,null,null,null,null,null,null,yes
