workerID,name,DOB,phone #,location,bank #
2053541665,Jerry,8/11/1955,759898290,Seaford,784375685
205309307,Jerry,5/23/1977,1091109110,NYC,49529767
816342195,Jerry,6/11/1945,288835315,Seaford,67026903
1335109167,Jeremy,1/19/1999,247057376,NYC,1687895414
350751881,Joe,5/5/1955,491300603,NYC,272185505
800212840,Jeff,5/5/1955,757078408,McMurdo Station,1754752065
1809767033,Jeremiah,1/19/1999,417728467,The Big Apple,339678227
630221327,Jerry,1/19/1999,936807734,Seaford,1320209323
1483609807,Jeremiah,1/19/1999,744073572,McMurdo Station,1110305708
806286743,Jeremiah,1/19/1999,776716110,McMurdo Station,1805454288
1559024551,Jerry,5/23/1977,981131496,McMurdo Station,402851917
30495513,Jeff,6/19/1980,596540294,McMurdo Station,2026906440
1178573562,Jeremy,5/23/1977,697806723,McMurdo Station,662185015
286773823,Jeremy,6/19/1980,1064395293,McMurdo Station,2005904489
1747033468,Jerry,1/19/1999,230734683,Seaford,1663636104
224246195,Jeremy,6/11/1945,410204455,The Big Apple,511065338
1915974625,Patrick!,8/11/1955,729685221,The Big Apple,1309025610
936402406,Jeremiah,6/11/1945,1066552317,The Big Apple,1179696303
1874532045,Jeff,2/20/1999,616868648,NYC,396544488
1547257638,Patrick!,6/11/1945,751512319,NYC,464898281
1772492128,Jeff,6/19/1980,1054195430,NYC,1315316577
509778704,Jeremy,8/11/1955,874307832,NYC,1176560445
622407375,Joe,5/23/1977,962381704,Seaford,1246122561
1383263646,Jeremy,6/11/1945,1025694123,McMurdo Station,272102529
407662904,Jerry,8/11/1955,121091122,McMurdo Station,1872675848
1082022675,Jeremiah,5/5/1955,387890182,NYC,225093435
971916929,Patrick!,1/19/1999,604964855,McMurdo Station,1297528379
1190895181,Joe,8/11/1955,349311169,The Big Apple,654608975
1754926980,Joe,6/11/1945,1057114073,The Big Apple,1684126990
2101822982,Jeff,5/23/1977,766473002,NYC,2044090388
483655352,Joe,1/19/1999,405733341,Seaford,1111456287
492240816,Joe,2/20/1999,409119282,NYC,662236673
949351636,Jerry,5/23/1977,447053832,McMurdo Station,2021059945
1219375064,Jeff,6/11/1945,1002014877,The Big Apple,875527742
1197120712,Patrick!,6/11/1945,170195912,NYC,54153536
257033706,Joe,6/19/1980,550362730,Seaford,2072745616
1071222760,Jerry,5/5/1955,675496732,The Big Apple,1854532006
369716348,Jeremiah,5/5/1955,1048142270,NYC,429344568
1990315980,Jeremy,1/19/1999,188990671,NYC,433750024
327642956,Jeremy,8/11/1955,315224089,McMurdo Station,1886505081
1101957387,Jeff,1/19/1999,573726566,NYC,1558812171
705230146,Jeremiah,2/20/1999,239079408,McMurdo Station,2038726290
1835810963,Patrick!,6/11/1945,958272464,Seaford,1466438814
716719862,Jeremy,5/5/1955,1023645506,McMurdo Station,857174566
1785982217,Jeff,8/11/1955,300991683,The Big Apple,48826443
769544513,Jeremiah,6/19/1980,377043389,The Big Apple,1581827622
470545959,Joe,6/19/1980,668632697,The Big Apple,271433777
486453143,Jeremy,8/11/1955,662384214,McMurdo Station,2109025388
658558414,Jeremy,5/5/1955,393203900,The Big Apple,705333988
901599985,Patrick!,2/20/1999,867919256,NYC,878436196
1847343355,Jeremiah,1/19/1999,436106983,McMurdo Station,771668708
1791187023,Jeremiah,8/11/1955,1099291113,Seaford,1296990510
29495964,Patrick!,2/20/1999,173084888,Seaford,2039561241
1759108309,Jeremiah,6/19/1980,403441989,McMurdo Station,245954507
6176432,Joe,5/5/1955,505467941,McMurdo Station,216448086
138550710,Jeremy,2/20/1999,200540134,The Big Apple,1025686046
1244844520,Patrick!,5/5/1955,190896417,NYC,371417735
1641545557,Jeff,6/19/1980,117484788,NYC,10947188
81299588,Jeremy,5/23/1977,699977650,The Big Apple,1305260748
594573558,Jeremy,5/23/1977,1043510449,McMurdo Station,758946211
1370107602,Joe,5/23/1977,776793512,McMurdo Station,426717543
1869013417,Patrick!,6/19/1980,624681314,McMurdo Station,1229228232
221085272,Jeremy,6/11/1945,418045275,The Big Apple,913408766
861962003,Jeremy,1/19/1999,492825067,NYC,2087813079
1970230336,Jerry,6/19/1980,616085857,Seaford,1491424863
1653868530,Patrick!,2/20/1999,1023484523,Seaford,1556061266
1771860060,Jeremiah,2/20/1999,433133534,NYC,2000599675
1206211147,Jeremiah,1/19/1999,592096212,Seaford,1533451687
1211352982,Jerry,6/11/1945,355568895,McMurdo Station,171461380
309045347,Joe,1/19/1999,1015308574,The Big Apple,981955503
652790105,Jeremy,6/19/1980,616044153,NYC,1919794873
1684670361,Jeff,2/20/1999,310009149,Seaford,1438316574
563997971,Patrick!,6/19/1980,687361984,McMurdo Station,637862897
2077483420,Jeff,8/11/1955,390512309,NYC,1951935650
1091951514,Jeremiah,5/5/1955,264856851,Seaford,1003397821
666509907,Jerry,5/5/1955,768624045,Seaford,1113529787
588330955,Jeremiah,1/19/1999,512300218,The Big Apple,1014577021
744211479,Jeff,5/23/1977,887684611,McMurdo Station,470420804
824332920,Jeff,5/5/1955,469744223,The Big Apple,494824803
1678436339,Patrick!,5/23/1977,848965754,McMurdo Station,9408510
1203707708,Joe,2/20/1999,331423957,McMurdo Station,1721046555
1276395707,Jeremy,8/11/1955,781242999,Seaford,119922265
257225345,Jerry,6/19/1980,706193247,Seaford,114244171
1090973170,Patrick!,1/19/1999,957690608,McMurdo Station,32834306
224629904,Joe,6/19/1980,997785543,The Big Apple,879357523
613953166,Jeff,2/20/1999,108242823,NYC,2103138493
1658647108,Jeremy,6/19/1980,345489622,Seaford,2082553696
957440976,Joe,6/19/1980,333890071,NYC,742241604
876695919,Jerry,5/5/1955,396172144,NYC,588568153
1263122824,Jeremiah,2/20/1999,591756758,McMurdo Station,244561917
354604476,Joe,1/19/1999,632375910,NYC,655515910
160217905,Patrick!,2/20/1999,396390631,NYC,2134196609
60684925,Jerry,5/5/1955,876767753,McMurdo Station,869012807
1704897666,Jeremiah,5/23/1977,125928930,NYC,1034527746
399201879,Jeremiah,6/19/1980,395699374,The Big Apple,249208543
331903009,Jeff,6/19/1980,111717494,Seaford,336882878
163819383,Jeremiah,6/19/1980,949990007,NYC,2043127292
893003853,Jeremiah,2/20/1999,371708650,McMurdo Station,2129708007
113017249,Jeremiah,8/11/1955,600494314,NYC,998654779
594793336,Joe,8/11/1955,1038610917,NYC,93885025
1259160293,Jeremy,5/5/1955,876298681,Seaford,582536592
1168734687,Joe,1/19/1999,861588088,McMurdo Station,1221225452
470669458,Patrick!,6/11/1945,348802739,The Big Apple,279142170
204462425,Jerry,5/5/1955,629565302,NYC,1854566525
1952183165,Jeremiah,5/5/1955,983987346,Seaford,2055888755
402842025,Patrick!,1/19/1999,788958701,Seaford,1034549380
1162795376,Jeremiah,8/11/1955,913623208,NYC,730250462
674762196,Jeremy,6/11/1945,768894395,Seaford,534132267
371794196,Patrick!,5/23/1977,244421754,McMurdo Station,1323493665
1417690628,Jeff,6/11/1945,918716598,NYC,423790729
882638434,Jeremy,1/19/1999,221223220,The Big Apple,1998918546
1312485803,Patrick!,2/20/1999,1088765380,McMurdo Station,743626259
1943279425,Jeff,5/23/1977,650351643,Seaford,1392222084
1151118025,Jeff,5/5/1955,591827353,NYC,658565264
858839699,Jeremy,6/19/1980,757946730,The Big Apple,1312810193
243015986,Jerry,6/19/1980,286162412,The Big Apple,1156890378
242460560,Joe,8/11/1955,958294556,The Big Apple,611485670
945506303,Patrick!,5/5/1955,806694853,Seaford,873439574
1596366847,Joe,5/23/1977,961305941,McMurdo Station,1358040916
727631696,Patrick!,1/19/1999,763667146,Seaford,881343701
485813600,Jeremiah,2/20/1999,280646781,The Big Apple,1533802128
1749973423,Joe,2/20/1999,759782775,NYC,1154497369
1568208861,Jeremy,8/11/1955,269582617,McMurdo Station,320782364
765263522,Jeremy,6/19/1980,831313239,NYC,273801996
1884042586,Jeremiah,6/19/1980,482309605,NYC,1665080580
1054479060,Jeremy,6/11/1945,286245492,The Big Apple,1242818947
1893709737,Jeremy,8/11/1955,1088344123,Seaford,1451625528
1222173374,Joe,2/20/1999,921713224,The Big Apple,1731691546
1066574478,Jeff,6/19/1980,715550613,The Big Apple,1319829972
589299055,Jeremy,5/23/1977,224650419,McMurdo Station,437185793
204119245,Patrick!,2/20/1999,637423268,Seaford,1609375027
66990996,Jeremy,6/11/1945,356310138,NYC,2038060641
750439212,Jeremy,6/11/1945,609249761,Seaford,114088990
103682487,Jeremiah,5/5/1955,627408663,McMurdo Station,1713710131
1546967275,Joe,5/5/1955,215626563,Seaford,1870428702
1178045681,Jeremiah,6/11/1945,815161996,NYC,800262522
11544283,Joe,1/19/1999,960300397,Seaford,1147563172
8187500,Joe,5/5/1955,1088956504,Seaford,1105417916
1423497418,Jerry,5/5/1955,342354994,McMurdo Station,1876268854
724063261,Jerry,2/20/1999,113291142,McMurdo Station,1657449882
551078073,Jeremiah,5/5/1955,911815910,NYC,521309836
632996940,Jeremy,5/23/1977,858352132,Seaford,232779960
2049527770,Patrick!,5/5/1955,354541737,McMurdo Station,1309242929
1070374309,Jeremiah,6/11/1945,392401078,The Big Apple,1412919056
766410480,Jerry,1/19/1999,274543481,Seaford,1735383473
1280976543,Jerry,6/11/1945,976953242,Seaford,1622605581
171651685,Jeremiah,6/19/1980,876943971,Seaford,1227669802
1324510515,Patrick!,5/23/1977,1096948379,McMurdo Station,1542604779
1646006769,Patrick!,2/20/1999,743985622,NYC,866963619
76288749,Jeremy,5/23/1977,839174101,McMurdo Station,2122342106
1016916053,Jeremiah,5/23/1977,830571205,Seaford,392325670
2094256537,Jeff,5/23/1977,645486843,The Big Apple,2022369720
1461517648,Patrick!,5/5/1955,197614553,McMurdo Station,1457435714
1481474512,Jeff,5/5/1955,769673222,Seaford,1222390285
1439802012,Jeff,6/19/1980,669241232,McMurdo Station,1585215810
185564908,Patrick!,5/5/1955,749673488,The Big Apple,529613160
1651088444,Jeff,5/23/1977,953528538,McMurdo Station,2059646706
388231908,Joe,1/19/1999,468047266,NYC,908118801
728522051,Patrick!,5/23/1977,219682629,NYC,1482904443
1765124301,Jeremy,2/20/1999,982997215,The Big Apple,1969231696
526345113,Jeremiah,5/23/1977,710999698,NYC,715319675
1630111194,Joe,5/23/1977,439269844,Seaford,108421540
1867823123,Jeff,5/23/1977,1047898896,NYC,569271322
1148780227,Jeff,8/11/1955,523806889,McMurdo Station,558525771
1182032828,Jeremiah,8/11/1955,1031953227,The Big Apple,814209920
222319276,Jerry,6/11/1945,983686257,NYC,1155531462
2130210778,Jeremiah,5/5/1955,657700216,NYC,1113436858
787467460,Jeremy,6/19/1980,763508440,NYC,912612602
452914114,Jeremiah,2/20/1999,717549590,NYC,834505114
1724764907,Jeremy,8/11/1955,460295277,McMurdo Station,1702251981
1078911578,Jeremy,5/23/1977,977038812,The Big Apple,953323511
1783587283,Joe,5/5/1955,336794558,Seaford,1942116396
881707149,Patrick!,1/19/1999,1030041515,Seaford,868995857
190467636,Jerry,2/20/1999,482671726,The Big Apple,1888465046
255895252,Jeremiah,6/19/1980,201817010,NYC,1553867445
1531707074,Jeff,6/19/1980,417388100,The Big Apple,1158270296
639318365,Jeremiah,1/19/1999,248700676,NYC,838095158
1828543425,Patrick!,1/19/1999,525595316,NYC,1700459734
1356588332,Jeff,6/11/1945,888831001,The Big Apple,396312586
65646361,Joe,5/23/1977,133327270,The Big Apple,1680101959
564941831,Jeremy,6/11/1945,409977062,The Big Apple,937364064
1656728347,Patrick!,6/19/1980,618882168,NYC,145494158
660518329,Jeff,6/11/1945,154840197,The Big Apple,2077595593
2016316943,Joe,5/5/1955,559493663,The Big Apple,2116064975
739259092,Joe,6/11/1945,1071445562,Seaford,913644161
1160472045,Jerry,6/11/1945,305626532,NYC,1938312093
489386923,Jerry,5/5/1955,921519862,McMurdo Station,493281196
267196853,Jerry,2/20/1999,663042611,McMurdo Station,1659273657
906880504,Patrick!,5/23/1977,256875163,The Big Apple,1534004068
1447533812,Patrick!,8/11/1955,562187816,Seaford,1602088047
433032217,Jerry,5/23/1977,800544577,McMurdo Station,1764968221
1642419762,Jeremiah,1/19/1999,751686296,The Big Apple,749468100
201704108,Jeff,5/23/1977,647040753,Seaford,1417557637
777015827,Joe,5/5/1955,199826682,Seaford,774159827
1778643879,Patrick!,5/5/1955,622949764,Seaford,1214324129
2053481257,Jeremy,1/19/1999,202927296,Seaford,799407299
1249528299,Patrick!,1/19/1999,596901426,NYC,1205086860
1489228163,Jeff,1/19/1999,1042395309,The Big Apple,946331627
848760016,Jerry,6/19/1980,542175681,McMurdo Station,798766561
1711293751,Jeremiah,8/11/1955,603022854,The Big Apple,1681442529
113148102,Jeremiah,6/19/1980,524068936,The Big Apple,985706088
1224158248,Jerry,2/20/1999,197887107,Seaford,1586394684
1495427286,Jeff,6/11/1945,299109749,NYC,1405366103
1442366872,Joe,5/5/1955,874743567,McMurdo Station,1075047429
986395749,Jeff,8/11/1955,657679380,NYC,600742917
1433322750,Jeremy,5/5/1955,1010041530,McMurdo Station,444589286
1491823939,Joe,2/20/1999,993182257,NYC,101544081
1608280553,Jeff,2/20/1999,838784894,Seaford,2035508560
2006598555,Patrick!,2/20/1999,654565165,The Big Apple,1641114793
315950002,Jeremy,6/19/1980,685264550,McMurdo Station,1268346605
1559529498,Jeremiah,6/19/1980,521322627,McMurdo Station,2043362341
241903112,Jeff,6/11/1945,544926941,McMurdo Station,832707
1509861412,Jeremiah,6/19/1980,289815170,McMurdo Station,542699760
2042125901,Jeff,2/20/1999,797658606,NYC,1505109941
1521826975,Joe,6/19/1980,475742597,NYC,1121315378
329943575,Jeremy,2/20/1999,946701875,The Big Apple,1589600510
73505150,Joe,5/23/1977,221515427,McMurdo Station,1235111522
1448807435,Jeremy,6/19/1980,961677156,NYC,2028423564
1036645056,Jeremiah,6/11/1945,566674884,McMurdo Station,862384270
2027048608,Jeff,5/5/1955,204544887,Seaford,1393699619
934855521,Jeremy,2/20/1999,617028209,Seaford,903150766
586273610,Jeremiah,6/11/1945,845753943,NYC,1340744546
2026967839,Patrick!,6/19/1980,904372278,McMurdo Station,737477521
2027569362,Jeremy,5/23/1977,266527829,The Big Apple,2050654425
1829710299,Jeremiah,6/19/1980,119204382,McMurdo Station,1501305990
936674462,Joe,2/20/1999,731066546,McMurdo Station,1640624020
691640765,Jeremiah,8/11/1955,465310987,NYC,565524861
2011918570,Jerry,6/11/1945,581821162,McMurdo Station,763481197
515503372,Jeremiah,1/19/1999,1092828206,Seaford,1266164246
24761601,Jeremy,6/11/1945,141643283,Seaford,711919077
1537206596,Patrick!,6/11/1945,1045208643,NYC,1435155081
2029167789,Patrick!,2/20/1999,394805056,Seaford,867460370
913047164,Joe,6/19/1980,106542207,The Big Apple,906128674
1254189352,Jerry,6/11/1945,486802838,The Big Apple,994179725
1058556145,Jeremiah,6/19/1980,922168625,NYC,1409099657
1630547985,Jeff,1/19/1999,424160212,McMurdo Station,771752265
1064213012,Jerry,1/19/1999,232086771,Seaford,2054949051
908723185,Jerry,5/5/1955,399011497,NYC,1604344940
471013148,Jeff,8/11/1955,279607458,The Big Apple,266764603
1610708476,Patrick!,6/11/1945,160518793,McMurdo Station,369339740
267629760,Jeremy,5/5/1955,424496480,NYC,831155357
1597958647,Joe,5/5/1955,277902239,McMurdo Station,1237967959
1040013925,Patrick!,6/19/1980,776618744,Seaford,1468791344
1768059684,Jerry,1/19/1999,370069431,McMurdo Station,1437689860
1499267742,Jerry,1/19/1999,386259515,Seaford,1782102568
635874376,Joe,6/19/1980,797864473,Seaford,1397229459
100727677,Jeremy,6/19/1980,117881319,NYC,727825748
1474942229,Joe,2/20/1999,260002910,Seaford,1346479914
253073123,Jeremiah,2/20/1999,1032409571,McMurdo Station,1640337145
7253038,Jeremy,5/5/1955,827002240,McMurdo Station,1556021088
1408405902,Jerry,6/11/1945,682478023,NYC,1836077852
493371217,Joe,2/20/1999,367207283,The Big Apple,1476077258
1775689547,Jerry,2/20/1999,968571015,McMurdo Station,1642932005
2052180522,Jerry,5/23/1977,536345008,NYC,1740011436
623856456,Jerry,6/11/1945,262032540,The Big Apple,282259276
1207664785,Patrick!,6/19/1980,831043675,McMurdo Station,1125483508
663199034,Jeremiah,6/19/1980,726645942,The Big Apple,1585522961
1777193471,Jerry,6/11/1945,1043501488,Seaford,173618921
780934793,Jerry,6/19/1980,342853791,McMurdo Station,1689293155
1316002346,Jeremy,2/20/1999,294349441,McMurdo Station,2023966189
1844647540,Patrick!,5/5/1955,704697498,Seaford,547034353
1170363882,Joe,1/19/1999,958140039,The Big Apple,881733880
253757608,Patrick!,5/5/1955,917128146,The Big Apple,1510375843
1448844171,Joe,1/19/1999,771572559,The Big Apple,89659250
704665462,Jerry,1/19/1999,763437217,McMurdo Station,994832859
193776367,Jerry,1/19/1999,128984411,McMurdo Station,1413650244
809879903,Jeremiah,5/23/1977,675403010,The Big Apple,1849251008
1585083363,Jeremiah,8/11/1955,497819197,Seaford,290066972
561316207,Jeremy,2/20/1999,223956521,McMurdo Station,1392210567
62969934,Jerry,5/23/1977,231601131,NYC,1533253612
810426962,Jerry,2/20/1999,190612486,Seaford,910835749
283638751,Joe,8/11/1955,378938672,Seaford,1872305631
139247070,Jeremiah,5/5/1955,801642256,The Big Apple,1867672486
127462421,Jeremiah,2/20/1999,245098992,Seaford,1845468696
799163712,Jerry,1/19/1999,625870440,McMurdo Station,1247881437
74881425,Patrick!,2/20/1999,231348343,The Big Apple,492144300
1407586761,Joe,1/19/1999,340409869,The Big Apple,456136155
912934607,Jeremiah,5/23/1977,119095488,McMurdo Station,1970406765
740735685,Jeff,2/20/1999,808608871,Seaford,2075686693
1868431468,Patrick!,5/23/1977,686138146,NYC,1177487927
660007575,Patrick!,6/19/1980,485515317,NYC,342308186
1898500186,Joe,1/19/1999,167845805,The Big Apple,1937330843
1462348745,Jeremy,6/11/1945,177773902,Seaford,1853773963
1834856300,Joe,8/11/1955,687581658,The Big Apple,361218003
1892081291,Jeff,1/19/1999,917060091,McMurdo Station,225960220
742008790,Joe,6/19/1980,442916575,McMurdo Station,1556554515
464263049,Patrick!,5/5/1955,870129275,The Big Apple,1318042306
1890447186,Joe,6/11/1945,170366478,Seaford,94002296
626178781,Jeff,2/20/1999,938189949,Seaford,801915836
1828487353,Patrick!,2/20/1999,499860458,Seaford,1998202326
604250176,Joe,2/20/1999,470792246,The Big Apple,866904326
296956685,Jerry,2/20/1999,406677765,Seaford,1922659559
794597750,Joe,6/19/1980,1094580427,McMurdo Station,1221218289
148700928,Joe,8/11/1955,981184002,NYC,509972329
659503217,Jeff,6/19/1980,243261530,McMurdo Station,1149523494
159636532,Joe,5/23/1977,676153751,McMurdo Station,623214564
736450632,Jeremiah,5/5/1955,841877539,McMurdo Station,351404712
950166656,Joe,5/23/1977,197316680,Seaford,1812896485
462265044,Jeremy,8/11/1955,831644101,The Big Apple,1182448947
755926448,Joe,2/20/1999,865021348,Seaford,1615952546
171961417,Jerry,5/5/1955,372639192,McMurdo Station,1776250046
2127298907,Jerry,5/23/1977,942873438,Seaford,838847018
489494235,Joe,5/5/1955,793282791,The Big Apple,1519936195
1915688567,Jeremy,5/23/1977,796661524,McMurdo Station,1472868669
733784586,Jeremy,6/11/1945,484676473,NYC,1677811287
11663757,Jeremiah,6/11/1945,445950080,NYC,307935028
517987295,Jerry,6/11/1945,952741487,The Big Apple,1777066210
2137194099,Jeremy,6/19/1980,204586037,NYC,11685217
510803448,Jeremy,6/11/1945,296032387,Seaford,46738910
1049825702,Joe,2/20/1999,441489838,McMurdo Station,655124614
1031572716,Jerry,5/5/1955,1076883605,The Big Apple,2024245142
506535809,Jeff,1/19/1999,284363845,NYC,1803906312
950775341,Jeff,2/20/1999,390667195,The Big Apple,732279961
1477268626,Jeremy,1/19/1999,702352130,NYC,798309058
1173325605,Jeremiah,1/19/1999,1082710787,The Big Apple,783350798
1574962324,Jerry,6/19/1980,1050759183,McMurdo Station,418816864
1700683764,Jeff,1/19/1999,642165292,Seaford,14891751
2076312724,Jeremy,5/5/1955,385006881,McMurdo Station,1309970778
60417238,Jerry,8/11/1955,424080738,McMurdo Station,376660070
1205676282,Jeremiah,5/5/1955,529031343,McMurdo Station,1667425738
721468120,Jeremiah,5/5/1955,623254457,Seaford,1328262681
255486289,Joe,2/20/1999,513689291,The Big Apple,137994337
1652123413,Patrick!,6/11/1945,382058108,NYC,38792729
459420087,Jeremiah,5/5/1955,635940195,Seaford,540411647
1690936167,Jeff,6/19/1980,676014484,McMurdo Station,2122193387
111815945,Jeff,1/19/1999,620597267,McMurdo Station,4047227
851251219,Jerry,5/5/1955,968030682,NYC,1654492420
2123438861,Jeremiah,6/11/1945,473585436,The Big Apple,1219035725
745187208,Joe,2/20/1999,1050796972,NYC,2141847454
470096608,Patrick!,6/11/1945,484440766,McMurdo Station,983688691
899471364,Jeff,6/11/1945,301586238,McMurdo Station,1885770003
1989049373,Patrick!,2/20/1999,872834265,NYC,1772779775
1801082486,Jerry,6/19/1980,387911035,The Big Apple,1699398835
1562980442,Jeff,2/20/1999,551622541,NYC,103798763
1644660393,Patrick!,2/20/1999,321487276,NYC,211576970
238101159,Jeremy,8/11/1955,630225032,McMurdo Station,1940808667
1818353240,Joe,6/19/1980,104453716,NYC,1485378373
918229990,Jeff,5/23/1977,513132722,NYC,1306074286
27286390,Jeremy,2/20/1999,333729415,The Big Apple,451650802
97544430,Jeremy,6/19/1980,419109113,Seaford,179313349
1073260927,Jerry,5/5/1955,755459505,The Big Apple,36414980
1004675729,Jeff,8/11/1955,121635860,NYC,1117284898
741789285,Jeremy,2/20/1999,925368968,The Big Apple,123168926
1655621559,Jerry,5/23/1977,1020096918,Seaford,889320577
1638552891,Patrick!,6/19/1980,971293881,Seaford,90085834
1265788635,Patrick!,1/19/1999,298331828,McMurdo Station,2073543001
1945981783,Jerry,5/23/1977,147368189,Seaford,1290396377
127157871,Jerry,1/19/1999,1023574630,Seaford,649584790
1307507802,Patrick!,6/19/1980,759285086,The Big Apple,984612571
610658983,Jeremiah,2/20/1999,303350393,NYC,732717126
65579554,Jeff,5/5/1955,963623783,NYC,1119364270
981764972,Jeremy,1/19/1999,856195739,The Big Apple,1403944270
1008955198,Patrick!,6/19/1980,881067148,McMurdo Station,1085408190
1525413451,Patrick!,6/19/1980,542188042,Seaford,1977277580
1785718075,Patrick!,1/19/1999,553727652,McMurdo Station,500316242
255225420,Jeremy,2/20/1999,829223495,McMurdo Station,2038844377
1330549658,Jeff,1/19/1999,978600687,NYC,2015278002
2079059656,Joe,1/19/1999,710345935,Seaford,1244191090
2113794305,Patrick!,2/20/1999,357390813,NYC,1998390578
254742138,Joe,1/19/1999,1057467695,Seaford,1166197905
2075837897,Jeff,1/19/1999,760404249,The Big Apple,2027872975
1740809491,Patrick!,1/19/1999,1083238643,Seaford,631696115
1348994468,Joe,8/11/1955,964787386,The Big Apple,1646406293
1027641295,Jerry,8/11/1955,473996252,Seaford,1245130072
1119729099,Jeff,5/5/1955,999235682,Seaford,328565179
1499203730,Jeremy,6/19/1980,832302747,McMurdo Station,1668569074
675876272,Jeremiah,1/19/1999,1076425473,Seaford,775592686
315408212,Jeremy,8/11/1955,859463772,McMurdo Station,1516712989
116840924,Jeff,8/11/1955,721001388,NYC,2045391621
297291426,Jerry,2/20/1999,924565019,McMurdo Station,564628875
1087941434,Jeremiah,5/5/1955,462706154,The Big Apple,549151169
195953190,Patrick!,8/11/1955,539217926,Seaford,1738502014
427045043,Jeremiah,5/5/1955,767512740,NYC,442604577
1351270741,Patrick!,6/19/1980,632027147,Seaford,664876421
995435941,Jeremy,5/23/1977,396175277,McMurdo Station,966303279
2116882547,Jeremy,5/23/1977,573013806,The Big Apple,1273628551
355380564,Joe,6/11/1945,398997064,The Big Apple,549424128
168920889,Jeremy,5/23/1977,925833714,McMurdo Station,1618805219
989997585,Jeremiah,5/23/1977,291435621,The Big Apple,1927896096
890248864,Jeremy,1/19/1999,503655504,McMurdo Station,1757800601
2110473874,Jeremy,5/23/1977,698627226,NYC,559329612
61396563,Joe,6/19/1980,699945693,The Big Apple,858939290
582150242,Patrick!,6/19/1980,755688344,McMurdo Station,1064801803
716715661,Jeremy,8/11/1955,246105837,Seaford,1045103206
1310934053,Jeremy,2/20/1999,493850339,The Big Apple,1441479229
420553771,Patrick!,2/20/1999,659208676,NYC,1940415068
259307240,Jeff,6/19/1980,875006424,McMurdo Station,397560165
1602986736,Jeremy,5/5/1955,466161658,McMurdo Station,709637401
1516634979,Joe,2/20/1999,174582483,McMurdo Station,294213659
50791681,Jeremiah,6/11/1945,1089679450,The Big Apple,1872976787
2010646192,Jeremy,8/11/1955,844633032,McMurdo Station,1938565028
